,kalimat_id,kata,sense,kalimat,freq
999,715846,dasar,4504,perjanjian hubungan dasar negara meliputi aspek pemeliharaan perdamaian persahabatan penyelesaian sengketa melaui damai diplomatik pengaturan lintas warga negara kegiatan meningkatkan kerjasama,1
1000,716387,dasar,4502,van rijneveld terkenal semenjak pendidikan dasar 1815 masuk dinas letnan muda akademi militer delft,1
1001,716387,dasar,4503,van rijneveld terkenal semenjak pendidikan dasar 1815 masuk dinas letnan muda akademi militer delft,1
1002,716387,dasar,4504,van rijneveld terkenal semenjak pendidikan dasar 1815 masuk dinas letnan muda akademi militer delft,1
1003,716537,dasar,4501,gedung galeri foto jurnalistik lantai dasar museum lantai,1
1004,716537,dasar,4503,gedung galeri foto jurnalistik lantai dasar museum lantai,2
1005,716717,dasar,4502,lanting makanan ringan berbahan dasar singkong,1
1006,716717,dasar,4504,desa makanan khas daerah terkenal lanthing adiraja lanting makanan ringan berbahan dasar singkong,1
1007,716717,dasar,4504,desa makanan khas daerah tersebutantara terkenal lanthing adiraja lanting makanan ringan berbahan dasar singkong gurih renyah bergizi,1
1008,716956,dasar,4502,istilah dasar elemen mesin utama mesin silinder kepala silinder pendingin intake exhaust crankcase konseptual berbeda konsepkonsep diturunkan potongan diskrit disatukan,2
1009,716956,dasar,4504,istilah dasar elemen mesin utama mesin silinder kepala silinder pendingin intake exhaust crankcase konseptual berbeda konsepkonsep diturunkan potongan diskrit disatukan,1
1010,716991,dasar,4502,obat berbahan dasar herbal menimbulkan efek samping negatif bahan menimbulkan efek samping negatif,1
1011,716991,dasar,4504,obat berbahan dasar herbal menimbulkan efek samping negatif bahan menimbulkan efek samping negatif,2
1012,717026,dasar,4502,mpk berfungsi assessor kerja pengawas kinerja osis menjalankan tugastugasnya jabatannya aspirator warga sma negeri 11 depok planner merencanakan anggaran dasar anggaran rumah tangga program kerja osis periode,1
1013,717026,dasar,4504,mpk berfungsi perancang merencanakan anggaran dasar anggaran rumah tangga program kerja osis periode,1
1014,717026,dasar,450d,mpk berfungsi assessor kerja pengawas kinerja osis menjalankan tugastugasnya jabatannya aspirator warga sma negeri 11 depok planner merencanakan anggaran dasar anggaran rumah tangga program kerja osis periode,1
1015,717061,dasar,4502,cakram bluray kecepatan baca dasar 674 megabytedetik 643 megabitdetik,1
1016,717061,dasar,4504,cakram bluray kecepatan baca dasar 674 megabytedetik 643 megabitdetik,2
1017,717893,dasar,4501,air garam dasar laut salinitas ratarata 38 seribu laut mediterania,1
1018,717893,dasar,4501,air garam dasar laut salinitas ratarata 38 seribu laut mediterania,1
1019,717893,dasar,4503,air garam dasar laut salinitas ratarata 38 seribu laut mediterania,1
1020,718177,dasar,450b,sekolah dasar xaverius 3 bandar lampung dikenal nama sd xaveway salah sd swasta bandar lampung,1
1021,718177,dasar,450c,sekolah dasar xaverius 3 bandar lampung dikenal nama sd xaveway salah sd swasta bandar lampung,1
1022,718177,dasar,450d,sekolah dasar xaverius 3 bandar lampung dikenal nama sd xaveway salah sd swasta bandar lampung,1
1023,718294,dasar,4502,salah cucunya ilmu dasar agama dianggap mama sempur memutuskan menimba ilmu pesantren jawa madura,2
1024,718294,dasar,4504,salah cucunya ilmu dasar agama dianggap mama sempur memutuskan menimba ilmu pesantren jawa madura,1
1025,718712,dasar,4503,sebutan profesional ahli muda pelayaran disingkat amapel ahli muda perpustakaan disingkat amapust ahli muda pendidikan disingkat amapd ahli mudapendidikan sekolah dasar disingkat amapdsd ahli muda pengujian kendaraan bermotor disingkat amapkb ahli muda keperawatan disingkat amaper ahli muda komputer disingkat amakom ahli muda kesehatan disingkat amakes ahli muda kebidanan disingkat amabid ahli muda pariwisata disingkat amapar,1
1026,718712,dasar,450d,sebutan profesional ahli muda pelayaran disingkat amapel ahli muda perpustakaan disingkat amapust ahli muda pendidikan disingkat amapd ahli mudapendidikan sekolah dasar disingkat amapdsd ahli muda pengujian kendaraan bermotor disingkat amapkb ahli muda keperawatan disingkat amaper ahli muda komputer disingkat amakom ahli muda kesehatan disingkat amakes ahli muda kebidanan disingkat amabid ahli muda pariwisata disingkat amapar,2
1027,718840,dasar,4503,sd negeri 002 tenggarong salah sekolah dasar negeri kota tenggarong kabupaten kutai kartanegara provinsi kalimantan timur indonesia,2
1028,718840,dasar,450d,sd negeri 002 tenggarong salah sekolah dasar negeri kota tenggarong kabupaten kutai kartanegara provinsi kalimantan timur indonesia,1
1029,718989,dasar,4502,shlomo goren bahasa ibrani 3 februari 1917 29 oktober 1994 rabbi zionis relijius ortodoks israel cendekiawan talmud penggerak otoritas dasar hukum yahudi,1
1030,718989,dasar,4502,shlomo goren bahasa ibrani 3 februari 1917 29 oktober 1994 rabbi zionis relijius ortodoks israel cendekiawan talmud penggerak otoritas dasar hukum yahudi,1
1031,718989,dasar,4504,shlomo goren bahasa ibrani 3 februari 1917 29 oktober 1994 rabbi zionis relijius ortodoks israel cendekiawan talmud penggerak otoritas dasar hukum yahudi,1
1032,719084,dasar,4502,jaringan organ fitur hilang generasi contoh chondrostei ikan sturgeon tulang rawan ilmuwan memasukkannya kelompok ikan bertulang keras kekerabatan dibanding ikan bertulang rawan pari hiu ikan sturgeon kehilangan proses osifikasipengerasan tulang dimiliki nenek moyangnya klasifikasi dasar jaringan organ klad,2
1033,719084,dasar,4502,ikan sturgeon kehilangan proses osifikasipengerasan tulang dimiliki nenek moyangnya klasifikasi dasar jaringan organ klad,1
1034,719170,dasar,4502,gambaran clark diikat mengenakan pakaian seadanya tulisan s merah dilukis dadanya pembentangan alur cerita gough millar serial penggambaran clark elemen dasar karakter superman,2
1035,719170,dasar,4504,gambaran clark diikat mengenakan pakaian seadanya tulisan s merah dilukis dadanya pembentangan alur cerita gough millar serial penggambaran clark elemen dasar karakter superman,1
1036,720206,dasar,450d,tingkat pendidikan masyarakat desa dieng dinilai rendah masyarakat berpendidikan sekolah dasar sd disebabkan sekolah lanjutan menengah sltp terbatgas,2
1037,720206,dasar,450x,tingkat pendidikan masyarakat desa dieng dinilai rendah masyarakat berpendidikan sekolah dasar sd disebabkan sekolah lanjutan menengah sltp terbatgas,1
1038,720369,dasar,4501,zona bentik wilayah ekologi terendah dasar perairan laut danau permukaan sedimen lapisan permukaan,1
1039,720369,dasar,4501,zona bentik wilayah ekologi terendah dasar perairanseperti laut danau permukaan sedimen lapisan permukaan,1
1040,720369,dasar,4501,zona bentik wilayah ekologi terendah dasar perairan laut danau permukaan sedimen lapisan permukaan,1
1041,720521,dasar,4502,taraf biotik alamiah dasar masyarakat susunan subsosial berlaku asas kompetitif ketergantungan masyarakat berkembang polapola,1
1042,720521,dasar,4502,taraf biotik community alamiah dasar masyarakat susunan subsosial berlaku asas kompetitif ketergantungan masyarakat berkembang polapola,1
1043,720521,dasar,4502,taraf biotik community alamiah dasar masyarakat susunan subsosial berlaku asas kompetitif ketergantungan masyarakat berkembang polapola,1
1044,721201,dasar,4502,diskriminasi dasar orientasi seksual dilarang serbia,2
1045,721201,dasar,4504,diskriminasi dasar orientasi seksual dilarang serbia,1
1046,722282,dasar,4502,peraturan pendidikan dasar masyarakat,1
1047,722282,dasar,4504,peraturan pendidikan dasar masyarakat hindia belanda kali dikeluarkan 1848 disempurnakan 1892 pendidikan dasar karesidenan kabupaten kawedanan pusatpusat kerajinan perdagangan dianggap,1
1048,722282,dasar,4504,peraturan pendidikan dasar masyarakat hindia belanda kali dikeluarkan 1848 disempurnakan 1892,1
1049,722521,dasar,4502,tangan benarbenar kotor tanah darah penggunaan air sabun mencuci tangan disarankan cairan pencuci tangan berbahan dasar alkohol non alkohol efektif membunuh kuman cairan membersihkan tangan membersihkan material organik,2
1050,722521,dasar,4504,penggunaan air sabun mencuci tangan disarankan cairan pencuci tangan berbahan dasar alkohol non alkohol efektif membunuh kuman cairan membersihkan tangan membersihkan material organik,1
1051,722926,dasar,4504,pustaka dasar c pustaka dasar iso c90 bahasa pemrograman c fiturfitur pustaka dasar c dinyatakan namespace std,1
1052,722926,dasar,450d,pustaka dasar c pustaka dasar iso c90 bahasa pemrograman c fiturfitur pustaka dasar c dinyatakan namespace std,2
1053,723180,dasar,4502,amartya kumar sen ekonom india terkenal karyanya kelaparan teori perkembangan manusia ekonomi kesejahteraan mekanisme dasar kemiskinan liberalisme politik,1
1054,723180,dasar,4504,amartya kumar sen ekonom india terkenal karyanya kelaparan teori perkembangan manusia ekonomi kesejahteraan mekanisme dasar kemiskinan liberalisme politik,1
1055,723180,dasar,4504,amartya kumar sen ekonom india terkenal karyanya kelaparan teori perkembangan manusia ekonomi kesejahteraan mekanisme dasar kemiskinan liberalisme politik,1
1056,72574,badan,1401,badan 198 cm jon anggota tertinggi band,1
1057,72574,badan,1401,badan 198 cm menjadikannya anggota tertinggi band,1
1058,72574,badan,1401,badan 198 cm menjadikannya anggota tertinggi band,1
1059,726033,dasar,4502,hukumhukum dasar kimia hukum kekekalan massa hukum perbandingan hukum perbandingan berganda,1
1060,726033,dasar,4502,stoikiometri didasarkan hukumhukum dasar kimia hukum kekekalan massa hukum perbandingan hukum perbandingan berganda,1
1061,726033,dasar,4504,stoikiometri didasarkan hukumhukum dasar kimia hukum kekekalan massa hukum perbandingan hukum perbandingan berganda,1
1062,726489,dasar,4503,sekolah dasar negeri jatinegara 13 memiliki kode npsn 20109323,1
1063,726489,dasar,450d,sekolah dasar negeri jatinegara 13 memiliki kod npsn 20109323,2
1064,726620,dasar,4502,alasan lnx logaritma alami logaritma alami didefinisikan mudah integral dasar deret taylor,1
1065,726620,dasar,4504,alasan lnx logaritma alami persamaanpersamaan variabel pangkat e dijumpai dibanding pangkat 10 sifatsifat alami fungsi eksponensial menggambarkan pertumbuhan peluruhan logaritma alami didefinisikan mudah integral dasar deret taylor lihat penjelasan logaritma berbasis didefinisikan,2
1066,727892,dasar,4503,ib asia operasi kantor lantai dasar terpisah fasilitas kantor pusat dbs fokus layanan perbankan komersial pembiayaan korporasi pasar modal perbankan swasta,2
1067,727892,dasar,4504,ib asia operasi kantor lantai dasar terpisah fasilitas kantor pusat dbs fokus layanan perbankan komersial pembiayaan korporasi pasar modal perbankan swasta,1
1068,729017,dasar,450d,sdn 015 galang salah sekolah menengah dasar negeri provinsi kepulauan riau beralamat batu putih karas batam,1
1069,729017,dasar,450x,sdn 015 galang salah sekolah menengah dasar negeri provinsi kepulauan riau beralamat batu putih karas batam,2
1070,729061,dasar,4503,asep menyelesaikan pendidikan dasar sdn cibeureum kecamatan cugenang kabupaten cianjur provinsi jawa barat 1994,2
1071,729061,dasar,4504,asep menyelesaikan pendidikan dasar sdn cibeureum kecamatan cugenang kabupaten cianjur provinsi jawa barat 1994,1
1072,73122,badan,1403,membantu pengelolaan kegiatankegiatan beliau membentuk badan koordinasi kesurauan badan kerjasama surau,1
1073,73122,badan,140c,membantu pengelolaan kegiatankegiatan beliau membentuk badan koordinasi kesurauan badan kerjasama surau,2
1074,734617,dunia,1301,sabit merah menyebarkan amal kebajikan bidang kesehatan dunia penuh perjuangan berwibawa produktif berani bersaing mengayomi lemah,1
1075,734617,dunia,1303,sabit merah menyebarkan amal kebajikan bidang kesehatan dunia penuh perjuangan berwibawa produktif berani bersaing mengayomi lemah,1
1076,734617,dunia,1303,sabit merah menyebarkan amal kebajikan bidang kesehatan dunia penuh perjuangan berwibawa produktif berani bersaing mengayomi lemah,1
1077,743063,dunia,130c,memutuskan mengundurkan mei 2007 akibat kontroversi konflik kepentingan kompensasi pacarnya bank dunia,2
1078,743063,dunia,130x,memutuskan mengundurkan mei 2007 akibat kontroversi konflik kepentingan kompensasi pacarnya bank dunia,1
1079,749039,dunia,1301,sekembali jepang menjabat gubernur tokyo metropolis 1944 perang dunia ii,1
1080,749039,dunia,130d,sekembali jepang menjabat gubernur tokyo metropolis 1944 perang dunia ii,1
1081,749039,dunia,130d,sekembali jepang menjabat gubernur tokyo metropolis 1944 perang dunia ii,1
1082,75042,badan,1403,menjalankan kekuasaannya kepala desa diawasi badan perwakilan desa bpd dibantu perangkat desa sekretaris desa kepala urusan,1
1083,75042,badan,140c,menjalankan kekuasaannya kepala desa diawasi badan perwakilan desa bpd dibantu perangkat desa sekretaris desa kepala urusan,1
1084,75042,badan,140c,menjalankan kekuasaannya kepala desa diawasi badan perwakilan desa bpd dibantu perangkat desa sekretaris desa kepala urusan,1
1085,751155,dunia,1302,sang bunda setuju aktivitas ano dunia peran,1
1086,751155,dunia,1302,sang bunda setuju aktivitas ano dunia peran,1
1087,751155,dunia,1304,sang bunda setuju aktivitas ano dunia peran,1
1088,75149,badan,1401,fandi andika ramadhani rama pemain bola basket berkebangsaan indonesia bermain klub aspac bertinggi badan 185 cm berat 81 kg,2
1089,75149,badan,1401,fandi andika ramadhani rama pemain bola basket berkebangsaan indonesia bermain klub aspac badan 185 cm berat 81 kg,1
1090,75514,badan,1403,dinas penerangan tni angkatan darat disingkat dispenad badan pelaksana pusat ditingkat mabesad berkedudukan langsung kasad bertugas membina menyelenggarakan fungsi penerangan tni angkatan darat rangka mendukung tugas pokok tni angkatan darat,1
1091,75514,badan,140c,dinas penerangan tni angkatan darat disingkat dispenad badan pelaksana pusat ditingkat mabesad berkedudukan langsung kasad bertugas membina menyelenggarakan fungsi penerangan tni angkatan darat rangka mendukung tugas pokok tni angkatan darat,1
1092,75514,badan,140c,dinas penerangan tni angkatan darat disingkat dispenad badan pelaksana pusat ditingkat mabesad berkedudukan langsung kasad,1
1093,75814,badan,1401,omar alghamdi gelandang bek kiri tim nasional sepak bola arab saudi bertinggi badan 170 cm bermain klub alshabab riyadh,1
1094,75814,badan,1401,omar alghamdi gelandang bek kiri tim nasional sepak bola arab saudi bertinggi badan 170cm bermain klub alshabab riyadh,1
1095,75814,badan,1401,omar alghamdi gelandang bek kiri tim nasional sepak bola arab saudi bertinggi badan 170 cm,1
1096,761193,dunia,1301,pacquiao petinju sejarah memenangkan gelar dunia delapan kelas tinju dikenal kelas glamour kelas terbang kelas bulu kelas ringan kelas welter,1
1097,761193,dunia,1303,pacquiao petinju sejarah memenangkan gelar dunia delapan kelas tinju dikenal kelas glamour kelas terbang kelas bulu kelas ringan kelas welter,1
1098,761193,dunia,1304,pacquiao petinju sejarah memenangkan gelar dunia delapan kelas tinju dikenal kelas glamour kelas terbang kelas bulu kelas ringan kelas welter,1
1099,762453,dunia,1301,long range desert group lrdg unit pasukan khusus dimiliki inggris reaksi melawan pendudukan italia merebut negaranegara jajahan inggris afrika utara perang dunia ii,2
1100,762453,dunia,130x,long range desert group lrdg unit pasukan khusus dimiliki inggris reaksi melawan pendudukan italia merebut negaranegara jajahan inggris afrika utara perang dunia ii,1
1101,763062,dunia,1301,haku perjanjian dengannya mengambil bayinya balasannya yubaba mengirim sen orang tuanya dunia manusia,1
1102,763062,dunia,1302,haku perjanjian dengannya mengambil bayinya balasannya yubaba mengirim sen orang tuanya dunia manusia,2
1103,763144,dunia,1301,the life and times of rosie the riveter film dokumenter 1980 film buatan connie field wanita amerika serikat perang dunia ii pekerjaan lakilaki,1
1104,763144,dunia,130d,the life and times of rosie the riveter film dokumenter 1980 film buatan connie field wanita amerika serikat perang dunia ii pekerjaan lakilaki,2
1105,773437,dunia,1301,taman nasional gunung leuser area disekitarnya dikenal nama kawasan ekosistem leuser situs warisan dunia unesco,1
1106,773437,dunia,1303,taman nasional gunung leuser area disekitarnya dikenal nama kawasan ekosistem leuser situs warisan dunia unesco,1
1107,773437,dunia,130d,taman nasional gunung leuser area disekitarnya dikenal nama kawasan ekosistem leuser situs warisan dunia unesco,1
1108,774111,dunia,1302,berkarier dunia musik 1973,2
1109,774111,dunia,1304,berkarier dunia musik 1973,1
1110,780949,dunia,1301,nomor start massal kali diperkenalkan kejuaraan dunia ski nordik 2009 liberec republik ceko,1
1111,780949,dunia,130d,nomor start massal kali diperkenalkan kejuaraan dunia ski nordik 2009 liberec republik ceko,2
1112,783011,dunia,1301,rekor penjualannya mencapai 77 juta dunia membuatnya salah artis terlaris,2
1113,783011,dunia,1304,rekor penjualannya mencapai 77 juta dunia membuatnya salah artis terlaris,1
1114,792312,dunia,1301,berusaha memahami keberhasilan materi orang fasik muncul berkalikali orang kudus pl dasarnya berpikir pahala hukuman dunia,1
1115,792312,dunia,1304,berusaha memahami keberhasilan materi orang fasik muncul berkalikali orang kudus pl dasarnya berpikir pahala hukuman dunia,1
1116,792312,dunia,1304,berusaha memahami keberhasilan materi orang fasik muncul berkalikali orang kudus pl dasarnya berpikir pahala hukuman dunia,1
1117,792472,dunia,1301,pemeran mantan pemenang survivor pasangan kencan ethan zohn jenna morasca zac sunderland orang 18 berlayar tunggal dunia ayahnya laurence pensiunan pemain nfl marcus pollard istrinya amani,1
1118,792472,dunia,1301,pemeran mantan pemenang survivor pasangan kencan ethan zohn jenna morasca zac sunderland orang 18 berlayar tunggal dunia ayahnya laurence pensiunan pemain nfl marcus pollard istrinya amani,1
1119,792472,dunia,1303,zac sunderland orang 18 berlayar tunggal dunia,1
1120,794755,dunia,1301,fia kejuaraan kejuaraan dunia karting format,1
1121,794755,dunia,130d,fia kejuaraan kejuaraan dunia karting format,1
1122,794755,dunia,130x,fia kejuaraan kejuaraan dunia karting format,1
1123,795729,halaman,0402,banjir memuncak artikel halaman situs bertahap mereda artikel digantikan artikel,1
1124,795729,halaman,0402,rumah memiliki halaman,1
1125,795729,halaman,0403,banjir memuncak artikel halaman situs bertahap mereda artikel digantikan artikel,1
1126,795754,halaman,0401,gerejagereja wilayah provinsi sumatera utara dibentuk orangorang suku batak toba merantau kampung halaman berdiam tempattempat indonesia negeri,2
1127,795754,halaman,040b,gerejagereja wilayah provinsi sumatera utara dibentuk orangorang suku batak toba merantau kampung halaman berdiam tempattempat indonesia negeri,1
1128,796264,halaman,0402,lembar halaman,1
1129,796264,halaman,0402,lembar berisi 12 baris halaman aslinya 25 baris,2
1130,796504,halaman,0401,peringatan lahir harlah majelis talim alahadi ke64 digelar halaman pesantren zainul hasan genggong ahad 101 siang bertepatan 30 rabiul 1437 hijriah,1
1131,796504,halaman,0401,peringatan lahir harlah majelis taklim alahadi ke64 digelar halaman pesantren zainul hasan genggong ahad 101 siang bertepatan 30 rabiul 1437 hijriah,1
1132,796504,halaman,0401,peringatan lahir harlah majelis talim alahadi ke64 digelar halaman pesantren zainul hasan genggong ahad 101 siang bertepatan 30 rabiul 1437 hijriah,1
1133,796856,halaman,040b,natsir memilih kampung halaman mengajukan permohonan pemindahan tugas pasca reformasi 1999,1
1134,796856,halaman,040x,15 natsir pns jayapura menjabat jabatan kepala sub dinas kasubdin tata usaha dinas kehutanan tingkat 1 provinsi irian jaya memilih kampung halaman mengajukan permohonan pemindahan tugas pasca reformasi 1999 konflik sara malukumaluku utara 19992000 terbit uu no46 1999 pembentukkan provinsi maluku utara,2
1135,797019,halaman,0401,akad nikah kampung halaman novita cileunyi bandung jawa barat,1
1136,797019,halaman,040x,akad nikah kampung halaman novita cileunyi bandung jawa barat,2
1137,797082,halaman,0402,hiasan naskah gambargambar buatan asia kelak berkembang gambargambar halaman penuh dikoleksi miniatur gambargambar sejenis dunia barat cat air medium miniatur,2
1138,797082,halaman,0402,gambargambar buatan asia kelak berkembang gambargambar halaman penuh dikoleksi miniatur,1
1139,798424,halaman,0402,browser safari mendukung membuka halaman,1
1140,798424,halaman,0402,safari mendukung membuka halaman,1
1141,798424,halaman,0402,safari mendukung membuka halaman,1
1142,798612,halaman,0402,laman bahasa indonesia mengacu halaman buku surat situs web,1
1143,798612,halaman,0402,laman bahasa indonesia halaman halaman muka mengacu halaman buku surat situs web,1
1144,798612,halaman,0402,laman halaman muka beranda bahasa melayu laman muka surat halaman muka laman bahasa indonesia halaman halaman muka mengacu halaman buku surat situs web,1
1145,798923,halaman,0401,akses situs dikembalikan pesan menertawakan keputusan halaman,1
1146,798923,halaman,0402,akses situs dikembalikan pesan menertawakan keputusan halaman,1
1147,798923,halaman,0403,akses situs dikembalikan pesan menertawakan keputusan halaman,1
1148,799041,halaman,0401,2 siang halaman istana musim dingin,2
1149,799041,halaman,0401,2 siang halaman istana musim dingin,1
1150,799405,halaman,040b,30 agustus 2011 kepolisian prefektur shiga mengangkatnya duta kampung halaman keselamatan lintas,1
1151,799405,halaman,040d,30 agustus 2011 kepolisian prefektur shiga mengangkatnya duta kampung halaman keselamatan lintas,1
1152,799405,halaman,040x,30 agustus 2011 kepolisian prefektur shiga mengangkatnya duta kampung halaman keselamatan lintas,1
1153,799499,harapan,3502,selamat menyimpan harapan mengklaim properti,2
1154,799499,harapan,3503,selamat menyimpan harapan mengklaim properti,1
1155,799560,harapan,350b,andi pergi metromini jurusan cibinong harapan jaya,1
1156,799560,harapan,350c,berbatasan kelurahan cilodong utara kelurahan cilangkap timur laut kelurahan ciriung timur kelurahan cirimekar tenggara kelurahan tamansari barat daya kelurahan harapan jaya barat,1
1157,799560,harapan,350d,bus harapan jaya bus yangmarkas jl mayor sujadi 23a tulungagung jawa timur,1
1158,799585,harapan,3502,nama kegiatan diganti galanggang siliah baganti kegiatan festival silat memiliki nuansa minangkabau harapan acara alek nagari muncul berdasarkan nilai tradisi masyarakat,1
1159,799585,harapan,3502,kegiatan dilaksanakan namanya festival silat tradisional minangkabau fstm diadakan padang 1981 kali diadakan nama kegiatan diganti galanggang siliah baganti memiliki nama kegiatan festival silat memiliki nuansa minangkabau harapan even alek nagari kegiatan tradisi anak nagari muncul berdasarkan nilai tradisi masyarakat,2
1160,799748,harapan,3502,harapan meleset kepercayaan kepadamu tergelincir tingkah lakumu tindak tandukmu menyalahi adatistiadat tatacara hidup,1
1161,799748,harapan,3503,harapan meleset kepercayaan kepadamu tergelincir tingkah lakumu tindak tandukmu menyalahi adatistiadat tatacara hidup,2
1162,800294,harapan,3502,leia mengaku denah harapan,2
1163,800294,harapan,3503,leia mengaku denah harapan,1
1164,800482,harapan,3502,puncak harapan dunia takdir menimpa tersembunyi ilmu allah,2
1165,800482,harapan,3503,puncak harapan dunia takdir menimpa tersembunyi ilmu allah,1
1166,800507,harapan,3502,harapan bertahan pencobaan iman kesulitan tragedi kemanusiaan,1
1167,800507,harapan,3503,harapan bertahan pencobaan iman kesulitan tragedi kemanusiaan,2
1168,800611,harapan,3501,kematiannya berkontribusi depresi hilangnya harapan tsunade posisi hokage,1
1169,800611,harapan,3502,kematiannya berkontribusi depresi hilangnya harapan tsunade posisi hokage,1
1170,800611,harapan,3503,kematiannya berkontribusi depresi hilangnya harapan tsunade posisi hokage,1
1171,800950,harapan,3501,core switch nyawa kengo dihancurkan mitsuaki gamou wujud supernova sagitarius nova kengo menghilang gentaro bertarung habishabisan sagitarius nova harapan menyadarkan gamou salah langkah sagitarius supernova berhasil dikalahkan,1
1172,800950,harapan,3502,core switch nyawa kengo dihancurkan mitsuaki gamou wujud supernova sagitarius nova kengo menghilang gentaro bertarung habishabisan sagitarius nova harapan menyadarkan gamou salah langkah sagitarius supernova berhasil dikalahkan,2
1173,801046,harapan,350c,usaha berhasil dicapai sma harapan memuaskan lulusannya memasuki perguruan negeri,2
1174,801046,harapan,350d,usaha berhasil dicapai sma harapan memuaskan lulusannya memasuki perguruan negeri,1
1175,801100,harapan,350c,lulusan fisip universitas pelita harapan bermain pisahkan 1 bunga 4 kumbang anggun hikmah 3 i love u bos,2
1176,801100,harapan,350d,lulusan fisip universitas pelita harapan bermain pisahkan 1 bunga 4 kumbang anggun hikmah 3 i love u bos,1
1177,801267,harapan,3501,negara metode produksi skala menunda panen melebihi matangnya harapan volume penjualan,1
1178,801267,harapan,3502,negara metode produksi skala menunda panen melebihi matangnya harapan volume penjualan,2
1179,801424,harapan,3502,harapan harapan kosong belaka,2
1180,801424,harapan,3503,harapan harapan kosong belaka,1
1181,801485,harapan,350b,dulunya info yg dapatkan internet pulau harapan pulau spot snorkeling eksotis kepulauan 1000 pulau harapan,1
1182,801485,harapan,350b,dulunya info yg dapatkan internet pulau harapan pulau spot snorkeling yg eksotis kepulauan 1000 pulau harapan,2
1183,801586,harapan,350b,tanah harapan desa kecamatan palolo kabupaten sigi sulawesi indonesia,2
1184,801586,harapan,350d,tanah harapan desa kecamatan palolo kabupaten sigi sulawesi indonesia,1
1185,801642,harapan,3501,ratarata harapan hidup 751 tingkat melek aksara 981 persen,2
1186,801642,harapan,350x,ratarata harapan hidup 751 tingkat melek aksara 981 persen,1
1187,801652,harapan,3501,angka harapan hidup bayi dilahirkan diramalkan 80 85 2050 angka kematian bayi mengalami penurunan,2
1188,801652,harapan,350x,angka harapan hidup bayi dilahirkan diramalkan 80 85 2050 angka kematian bayi mengalami penurunan,1
1189,801695,harapan,3503,engkau harapan ambisiku,1
1190,801695,harapan,3503,engkaulah harapan ambisiku,2
1191,801952,harapan,350c,2010 sds budi harapan pagi memiliki 121 pelajar lelaki 133 pelajar perempuan menjadikan murid 254 orang,2
1192,801952,harapan,350d,2010 sds budi harapan pagi memiliki 121 pelajar lelaki 133 pelajar perempuan menjadikan murid 254 orang,1
1193,802146,harapan,3501,radiometer gelombang mikro inframerah awan venus dingin permukaannya panas bersuhu 425c pengukuran bumi memupuskan harapan planet mendukung kehidupan,1
1194,802146,harapan,3501,radiometer gelombang mikro inframerah awan venus dingin permukaannya panaspaling bersuhu 425 c pengukuran bumi memupuskan harapan planet mendukung kehidupan,2
1195,802273,harapan,3501,kalah pasukan yunani dibujuk jenderal athena themistokles bertempur pasukan persia harapan berhasil menang persia menyerang peloponnesos,1
1196,802273,harapan,3502,kalah pasukan yunani dibujuk jenderal athena themistokles bertempur pasukan persia harapan berhasil menang persia menyerang peloponnesos,2
1197,802305,harapan,350c,dimas sosok mementingkan pendidikan dimas anggara resmi diwisuda gelar sarjana ekonomi universitas pelita harapan desember 2012,2
1198,802305,harapan,350d,dimas sosok mementingkan pendidikan resmi diwisuda gelar sarjana ekonomi universitas pelita harapan desember 2012,1
1199,802387,harapan,350x,contohnya siswasiswi sma negeri 2 pariaman juara 3 olimpiade fisika april juara i tik tingkat kota pariaman juara i iii bunkasai 13 sesumatera barat diadakan universitas hatta juara i rodoku story telling bahasa jepang universitas negeri padang juara harapan i debat bahasa inggris kota pariaman,2
1200,802387,harapan,350x,siswasiswi sma negeri 2 pariaman juara harapan i debat bahasa inggris kota pariaman,1
1201,802514,harapan,3501,menanggapi pembangunan masyarakat antusias pembangunan harapan kampung dijangkau transportasi darat memudahkan aksesibliltas barang manusia,1
1202,802514,harapan,3502,menanggapi pembangunan masyarakat antusias pembangunan harapan kampung dijangkau transportasi darat memudahkan aksesibliltas barang manusia,2
1203,802673,jalan,1901,sasuke ditemukan sakura naruto shikamaru berhenti jalan melawan ninja mengintai berusaha membantu sasuke,1
1204,802673,jalan,1902,sasuke ditemukan sakura naruto shikamaru berhenti jalan melawan ninja mengintai berusaha membantu sasuke,1
1205,802673,jalan,1904,sasuke ditemukan sakura naruto shikamaru berhenti jalan melawan ninja mengintai berusaha membantu sasuke,1
1206,802764,jalan,1901,keppres nomor 15p 2011 diserahkan sekretaris jenderal kementerian negeri sekjen kemendagri diah anggraeni gatot pujo nugroho kantor kemendagri jalan medan merdeka utara jakarta kamis 2432011,2
1207,802764,jalan,190b,keppres nomor 15p 2011 diserahkan sekretaris jenderal kementerian negeri sekjen kemendagri diah anggraeni gatot pujo nugroho kantor kemendagri jalan medan merdeka utara jakarta kamis 2432011,1
1208,803211,jalan,1901,lantai tanah gedung uob memiliki ketinggian lantai dasar jalan sekejap terendam,2
1209,803211,jalan,1907,lantai tanah gedung uob memiliki ketinggian lantai dasar jalan sekejap terendam,1
1210,803247,jalan,1901,bayangkan jalan ageung melewati jalur cugenang sebagus sekarangujar ahmad nasai seharihari akrab dikenal warga gasol sebutan apih iyang,1
