,kalimat_id,kata,sense,kalimat
463,842675,kabur,3803,dr harry dalton pierce brosnan vulkanologis usgs temannya marianne berusaha kabur letusan gunung berapi kolombia
464,842966,kaki,0201,perbedaan cerekkalung kaki hitam
465,847968,kaki,0201,kaki disematkan hiaskan
466,848310,kaki,0201,albatros buller albatros kakihitam sarang pohon hutan terbuka
467,848563,kaki,0201,1931 mengalami kecelakaan menerbangkan pesawatnya akibatnya kehilangan 2 kakinya
468,849232,kaki,0201,kemoterapi seringkali menimbulkan mukositis perlukaan dinding saluran cerna rongga mulut ganggungan saraf tepi kebas kesemutan jari kaki tangan
469,850864,kaki,0201,memiliki 5 jari masingmasing tangan jari kakinya digambarkan menyatu
470,852198,kaki,0201,berpendirian suka mengambil isterimaka isteri saudaranya hadapan tuatua menanggalkan kasut orang kakinya meludahi mukanya orang membangun keturunan saudaranya
471,852283,kaki,0204,tekanan air zona abisal bertambah atmosfer kedalaman 33 kaki hewan zona abisal menahan tekanan
472,857288,kali,1104,nama ilmiah spesies kali diterbitkan 1986 sim bakus
473,860818,kali,1104,pilihan memutar kali aire udara piedra batu
474,86835,baru,3901,perpustakaan baru memiliki kapasitas 8000000 buku
475,871173,kali,1101,tokimune disebutsebut pahlawan kali menyelamatkan jepang serbuan pasukan mongolia
476,875304,kali,1104,novel kali diterbitkan bentuk buku 1951 fantasy press edisi 5096 salinan
477,880774,kali,1101,frekuensi pelayaran nasional geser bula kali seminggu
478,880810,kali,1104,kali bahasa irlandia muncul tulisan bentuk inskripsi ogham abad ke3 m santo patrick mengadakan kristenisasi irlandia abad ke5 penulis bahasa irlandia menulis abjad latin sastra irlandia ditulis alfabet latin muncul
479,887086,kali,1104,kaum ghassan lakhm kindi kabilahkabilah kali berpindah arab petra
480,889066,kali,1104,musim 200607 crespo pinjamkan kali inter milan
481,891548,kali,1101,pulau pinang mengalami 3 kali pemekaran 2008 dipecah kec
482,89206,baru,3902,harimau baru muncul malam sembilan djing menyerang sebilah pisau
483,894715,kepala,0302,benarbenar keris kepala desa dicuri mahmud wagini berhasil bersatu
484,897697,kepala,0304,meatus bukaan uretra terletak pucuk kepala penis
485,898285,kepala,0302,menuliskan artikel berdasar wawancara langsung sekolah nur wakil kepala sekolah tere staff administrasi sd karitas nandan yogyakarta
486,898703,kepala,0302,1922 norihiro yasue koreshige inuzuka kepala biro penasihat urusan yahudi angkatan laut kekaisaran jepang pelayanan militer siberia
487,901330,kepala,0302,sembila anggota dewan meliputi perdana menteri presiden majelis nasional presiden senat wakil presiden majelis nasional wakil presiden senat kepala ordo mahanikay thammayut tep vong bour kry
488,901687,kepala,0302,1989 serangkaian bentrokan etnis uzbek membawa kekerasan melibatkan penunjukan etnis uzbek islam karimov kepala partai komunis
489,902304,kepala,0302,kepala desa nama kepala kampung petinggi kalimantan timur klèbun madura pambakal kalimantan selatan kuwu cirebon hukum tua sulawesi utara
490,902432,kepala,0302,hanlim multi art school didirikan tanggal 3 maret 1960 lee hyeonman kepala sekolah
491,902596,kepala,0301,elang emas memiliki corak bulu berwarna coklat gelap bercorak emas kepala leher
492,903417,kepala,0302,dipromosikan kepala stasiun pengiriman kargo utamanya
493,903423,kepala,0302,david swinson doc maynard salah penemu duwamps mengganti nama desa seattle berasal nama kepala suku duwamish suquamish
494,904633,kepala,0302,kematian arnuwanda kepala suku dikenal bernama uhhaziti memberontak melawan bangsa het arzawa selatan sungai seha
495,905198,kepala,0302,kepala polisi pietro caruso terlibat pembunuhan partisan koch membunuh ratusan orang
496,906736,kepala,0302,persiapan dianggap proses pembentukan desa didahului pemilihan kepala desa demokratis
497,907600,kepala,0302,chris sanders kepala artis papan cerita disney feature animation didekati pendapatnya
498,908105,kepala,0302,heran kepala jaga memerintahkan diselidiki tolang
499,908196,kepala,0304,brokoli dimakan kepala bunga berwarna hijau tersusun rapat cabang pohon batang tebal
500,909518,kepala,0302,2015 riedl pelatih kepala klub indonesia psm makassar
501,910272,kepala,0301,ahli teori praktik muncul kepercayaan kepala berisi materi jiwa kekuatan kehidupan diperoleh pemburuan
502,911795,kepala,0302,tanggal 17 agustus 1959 sekolah diresmikan pemerintah nama sma negeri 1 banyuwangi kepala sekolah perdananya harsi mulyo menjabat 1964
503,912198,kepala,0302,komite ni kepala staf organisasi militer anggota permanen
504,912761,kepala,0302,h nasrullah hasbi ba menjabat periode 2013 mayoritas suara pemilih pemikihan kepala desa
505,913142,kepala,0301,ihram diharamkan baginya perbuatan memakai pakaian berjahit menutup kepala lelaki muka perempuan bersetubuh menikah melontarkan ucapan kotor membunuh binatang tumbuhan memotong rambut kuku lainlain
506,913832,ketat,4103,kontrol aktivitas enzim ketat menjaga homeostasis malafungsi mutasi kelebihan produksi kekurangan produksi delesi enzim tunggal menyebabkan penyakit genetik
507,914000,ketat,4102,ketat chugoku daerah pertengahan jalur sanindo sanyodo
508,914170,ketat,4101,sarung tangan balap memiliki ciri khas ketat sempit pergelangan tangan ujung manset
509,914629,ketat,4103,hutan bialowieza memiliki pohonpohon bernilai wilayah sungai narewka hwozna dikenal wilayah reservasi dijaga ketat seorangpun masuk izin khusus
510,914778,ketat,4104,dewi dinobatkan juara x factor indonesia persaingan sms ketat diungguli fatin shidqia
511,914856,ketat,4104,pendapatan pangsa pasar mtnl terjun kerugian berat persaingan ketat sektor telekomunikasi india
512,915138,kulit,1701,indian melukis tubuh mengukir kulit mempercantik tujuan estetika status sosial
513,915286,kulit,1702,gacy dipukul ayahnya sabuk kulit masalahmasalah perbuat
514,915526,kulit,1703,panekuk durian pancake durian makanan ringan puree daging durian vla krim kocok dibalut kulit crepes dadar gulung
515,915564,kulit,1701,februari 2012 polisi antiteroris nairobi kenya mengeluarkan surat perintah penangkapan wanita kulit putih nama natalie webb paspor afrika selatan diperoleh curang
516,915750,kulit,1701,lemak visceral dikenal lemak pelapis organ tubuh lemak intraabdominal terletak rongga peritoneum organ torso berbeda lemak subkutaneus kulit lemak intramuskuler selasela otot rangka
517,915770,kulit,1703,teh hitam warna coklat gelap daun jati warna merah kulit bawang merah warna merah muda daun jambu biji warna kuning kehijauan
518,915807,kulit,1703,warna kulit epidermis pohon ramin coklat abuabu kemerahan kayunya berwarna kuning
519,916101,kulit,1701,1899 menikah jessie olsson penyanyi opera swediaamerika kulit putih
520,916228,kulit,1701,king terbuai mendobrak dominasi kekuasaan orangorang kulit putih
521,916342,kulit,1702,kulit rusa berat perkembangannya bahan nilon poliester wol ringan dipakai
522,916352,kulit,1701,bajak laut merebut havana kapal menjarah kota membunuh 30 orang tuatua kulit hitam dipenjarakan
523,916859,kulit,1701,maret 2013 yityish titi aynaw diundang presiden as barack obama administrasi gedung putih menghadiri gala shimon peres obama mengapresiasi israel memahkotai wanita kulit hitam miss israel aynaw menganggap obama model perannya
524,917488,kulit,1701,pertengahan perang lincoln mengumandangkan proklamasi emansipasi membebaskan budak konfederasi memperbolehkan orang kulit hitam bertempur angkatan bersenjata utara
525,917536,kulit,1701,universitas atlanta du bois mengajar sosiologi 1897 1910 menangani penelitian kehidupan orang kulit hitam amerika
526,917978,kulit,1701,mayatmayat disingkirkan korban ditemukan tewas berjongkok akibat penuhnya ruangan kulit berwarna merah muda bintikbintik merah hijau mulut berbusa pendarahan telinga
527,918217,kulit,1701,sindaktili fenestrasi kulit jari kaki menyatu kecuali celah kulit normal
528,918250,kulit,1701,risiko utama asam sulfat kontak kulit menyebabkan luka bakar penghirupan aerosol asap
529,918261,kulit,1701,kakikakinya ekornya terbentang selaput kulit patagium digunakannya melayang udara
530,918617,kulit,1702,jenis sabuk sabuk tatahan terbuat kulit bahan dihiasi logam kalangan mode punk emo metal
531,919269,kulit,1701,sampo bahasa inggris shampoo sejenis cairan sabun berfungsi meningkatkan tegangan permukaan kulit kulit kepala meluruhkan kotoran membersihkan
532,919582,kulit,1702,bolabola bola kulit asli lapisan antiair mengilap
533,920330,kulit,1703,salawaku kayu keras dihiasi kulit kerang laut
534,920417,kulit,1703,lagipula buah jati kulit tebal tempurung keras
535,920556,kunci,4206,cepat berkembang jajaran pemain crystal palace anggota kunci tim utama musim 201011 laga persahabatan pramusim
536,920562,kunci,4203,kunci tim merebut gelar liga membangun memimpin kuat
537,920816,kunci,4206,blanca karakter kunci novel four sisters all queens sherry jones
538,920880,kunci,4207,kunci simetrik mengenkripsi berkas direktori dienkripsi kunci publik diasosiasikan pengguna enkripsi berkas data disimpan header berkas terenkripsi bersangkutan
539,921046,kunci,4201,bani syaibah anak turunan syaibah arab ban shaybah segolongan suku arab memegang kunci kabah
540,921908,kunci,4206,keseimbangan massa gletser parameter kunci keutuhan gletser
541,922323,kunci,4206,peran ekonomi kunci jakarta papua barat kemerdekaan papua barat indonesia terkait erat freeport
542,923094,layar,1602,babak 5 orang kontestan kelompok mendandani salah temannya semirip gambar tokohkarakter penampilannya tertera layar 30 detik
543,924201,layar,1602,jolie debut layar lebarnya ayahnya jon voight film lookin to get out 1982
544,924489,layar,1601,berlayar pulang inggris september 1843
545,924566,layar,1601,setahun kedatangan bi nang un lasem berlayar menjelajah bawana dunia dhang puhawang cheng ho negara tiongkok
546,924747,layar,1602,2013 berkesempatan merambah layar lebar film menangis sinar
547,925360,layar,1601,mingshi sumbersumber mendeskripsikan pelayaran 17 negara dikunjungi delapan xia xiyang
548,925582,layar,1602,tembakmenembak orangpertama bahasa inggris firstperson shooter fps genre permainan video ciri utamanya penggunaan sudut pandang orang tampilan layar mensimulasikan mata karakter dimainkan
549,925816,layar,1602,wajahnya kerap menghiasi judul sinetron ftvftv layar kaca ftv ditayangkan sctv
550,925913,layar,1602,sights and sounds pack mencakup soundtrack tema dinamis layar playstation 3 avatar
551,925956,layar,1601,tui mengejek saran moana berlayar karang temannya mengalami badai kenal ampun kehilangan
552,926218,layar,1602,1976 stasiun kereta api beijing serangkaian peningkatan layanan fasilitas penumpang sistem komputer diatur pengolahan tiket layar monitor tv komunikasi nirkabel sistem penyiaran otomatis perpanjangan peron stasiun kereta api 497 603 meter rangka memenuhi kebutuhan arus transportasi
553,926659,layar,1602,komandan layar lcd pengelihatan
554,927183,layar,1601,bertolak tahiti 22 september 1789 fletcher christian mulamula melayarkan bounty arah barat rangka mencari persembunyian aman terbersit gagasan benaknya menetap pulau pitcairn terletak sebelah timur tahiti keberadaan pulau dilaporkan 1767 lokasi persisnya
555,927219,layar,1602,genesis band varilites layar jumbotron sistem suara prism standar konserkonser rock
556,927746,layar,1601,pembukaan terusan panama terusan rute pelayaran rute tehuantepec
557,928979,layar,1601,armada kapal perang tldm dinas aktif awalan nama kd singkatan kapal diraja kecuali kapal memiliki fungsi khusus kapal tunda prefiks ktd kapal tunda diraja kapal layar prefiks kld kapal layar diraja
558,929276,layar,1601,heran mahalnya harga kapal ditawarkan perusahaan pelayaran swasta seharga us 36 juta
559,929635,layar,1601,pelayarannya terhambat es hanyut kabut badai petir laut bersahabat
560,930048,layar,1602,dicatat layar sentuh subnotebook komputer menjalankan distribusi linux kustomisasi
561,930801,layar,1602,televisi 3d perangkat televisi mempekerjakan teknik presentasi 3d pengamatan stereoskopis tangkapan multiview sistem 2d plusdepth layar 3d perangkat penglihatan khusus memproyeksikan program televisi bentuk dimensi nyata
562,931593,layar,1601,berlayar dinding es bernama lapisan es ross
563,932117,lebat,5502,juli 2013 barat republik rakyat tiongkok dilanda hujan lebat mengakibatkan banjir
564,932118,lebat,5502,provinsiprovinsi barat daya terkena dampak parah mengalami bencana disebutsebut hujan lebat kurun abad
565,932153,lebat,5501,bukitnya berbambu lebat peninggalan zaman romawi teridentifikasi
566,932162,lebat,5501,rambut bulu muka lebat dipertahankan pelukisan gaya jepang rautan muka dilebihlebihkan
567,932180,lebat,5501,rumput cepat menutupi tanahtanah terbuka bekas kebakaran membentuk rumpunrumpun lebat padat pengendali erosi
568,932260,lebat,5502,pelanggaran disebabkan hujan lebat pandangan
569,932267,lebat,5502,mei juni 2016 banjir dterjadi turun hujan lebat berharihari eropa jerman perancis banjir austria belgia rumania moldova
570,932382,lebat,5502,mei 1986 barre mengalami luka parah kecelakaan mobil mogadishu mobil mengangkutnya menabrak bus hujan lebat disertai badai
571,932390,lebat,5501,hutan kawasan ditumbuhi lebat pepohonan tumbuhan
572,932398,lebat,5501,bertapa bertahuntahun jasad raganya menghilang ditemukan lokasi pertapaan hutan belantara lebat tegalan kerok terletak tengahtengah gunung kerok 2 km dusun songbanyu ditempuh jalan kaki
573,933909,lingkungan,3401,tangkapan samping dibuang menimbulkan lingkungan
574,934260,lingkungan,3401,pergiliran keturunan tumbuhan alga cendawan daur hidup disertai perubahan morfologi bilangan genom kadangkadan lingkungan hidup
575,934460,lingkungan,3401,vibrio parahaemolyticus bakteri laut bersifat halofil habitatnya lingkungan kondisi garam
576,934988,lingkungan,3402,lingkungan jarang dikunjungi daerah air terjun grinjingan dowo dangat asri sejuk
577,935688,lingkungan,3401,bandara dibangun seramah lingkungan menghasilkan keputusan membangun kereta cepat jalur stasiun pusat oslo bandara membuthkan 19 menit
578,936464,lingkungan,3402,alkhansa lingkungan kota suci mekkah provinsi mekkah tepatnya sebelah barat arab saudi
579,936563,lingkungan,3402,thaibah lingkungan kota suci madinah provinsi madinah tepatnya sebelah barat arab saudi
580,936842,lingkungan,3401,1980an lagulagu tema lingkungan bermunculan
581,937415,lingkungan,340d,mantan menteri lingkungan hidup jerman
582,939356,lingkungan,3403,perjanjian kerajaankesultanan memiliki status negara semi merdeka lingkungan kerajaan belanda
583,939883,lingkungan,3401,lingkungan bangunan pertanian lbp salah cabang disiplin ilmu teknik pertanian fokus pengendalian lingkungan bangunan pertanian pertumbuhan produksi mempertahankan mutu hasil pertanian
584,940227,lingkungan,3401,aseptic canning dimana bahan kaleng disterilisasi terpisah proses pengalengan setelahnya kondisi lingkungan steril
585,941270,lingkungan,3401,nadine zamira sjarief figur publik indonesia pelaku bisnis lingkungan aktivis lingkungan hidup
586,941794,lingkungan,3402,angkasa pura angkatan udara palembang 1980 tni angkatan udara auri tanah duduki sma negeri 13 palembang hibahkan dibangun sekolah kepentingan masyarakat lingkungan auri 1980 dibangunlah sekolah berinama smu talang kelapa
587,942252,lingkungan,3401,tujuan memajukan mengembangkan menyebar luaskan ilmu pengetahuan teknologi seni ilmu kemanusiaan meningkatkan kesejahteraan penduduk sumatera bangsa indonesia sejalan dinamika masyarakat indonesia masyarakat dunia menjunjung nilainilai sosial kemanusiaan lingkungan wahana tridharma perguruan
588,94537,baru,3902,prahara pergantian personel berhenti disitu tiket menghadapi kenyataan pahit 2 orang personel baru bergabung gatut drum joey vokal memilih mengundurkan
589,948210,mata,1002,sumber air berasal mata air masjid masyarakat bulaan
590,948418,mata,100a,ompu tuan binur 4 orang putera lango raja saing raja mata raja deak raja puterinya kawin sihotang marsoit limbong naopatpulu
591,950467,mata,100a,13 september 2011 mata debut liga champions uefa chelsea menghadapi bayer leverkusen
592,951268,mata,1003,pound sterling cadangan mata uang terbesar ketiga dunia dolar as euro
593,951413,mata,1006,pernikahan katherine arthur disempurnakan katherine bersumpah mati perawan menikah henry penafsiran henry alkitab mengartikan pernikahan dosa mata tuhan
594,957825,membawa,3001,acara 5 orang kontestan beradu strategi pengetahuan meja berbentuk segi enam heksagonal kontestan terkuat berhak membawa pulang hadiah uang tunai
595,958240,membawa,3005,penyiptaan teleskop optis membawa lompatan kualitas pengamatan
596,960350,membawa,3005,film evil dead ii pergi pacarnya audio tape dibunyikan ash membawa malapetaka
597,961577,membawa,3003,membawa kaisar xian pelarian
598,963387,membawa,3002,total 11 kapal transpor ukuran dikerahkan yamamoto membawa sisa 7000 pasukan divisi infanteri 38 amunisi makanan peralatan berat rabaul guadalkanal
599,966840,memecahkan,2501,air raksa air mengembang membeku memecahkan tabung kaca membuatnya sulit diamati membeku
600,967041,memecahkan,2502,garner bukunya berjudul frames of mind teori multiple intelegences 1983 mendefinisikan kecerdasan kemampuan memecahkan menciptakan produk bernilai budaya
601,967178,memecahkan,2503,rigen diprediksi juara 3 tampil lepas maksimal dinobatkan juara suci 5 membuatnya memecahkan rekor arie abdur wakil indonesia timur berhasil menjuarai suci kompas tv
602,967291,memecahkan,2502,anak memecahkan orangorang solusi out of the box aneh orang dewasa
603,967555,memecahkan,2502,sebelas cerita detektif eksentrik terkenal hercule poirot memecahkan misteri terkait ketamakan iri hati balas dendam
604,967623,memecahkan,2503,sabtu 17 november 2007 universitas bob jones memecahkan rekor guinness degan peserta resmi 3800 anggota
605,967714,memecahkan,2503,belas 1711 bupati cianjur aria wira tanu mengapalkan 4 kuintal kopi amsterdam ekspor kopi perdana memecahkan rekor harga lelang disana
606,967780,memecahkan,2502,logika thales 624 sm 548 sm filsuf yunani meninggalkan dongeng takhayul ceritacerita isapan jempol berpaling akal budi memecahkan rahasia alam semesta
607,967972,memecahkan,2503,pesawat berhasil fokker f18 memecahkan rekor penerbangan batavia jakarta fokker f20 dilipat rodanya
608,968056,memecahkan,2503,final nba ray allen berhasil memecahkan rekor final nba delapan kali tembakan angka game 2
609,968123,memecahkan,2502,1991 assange berusia 20 teman berprofesi hacker pengacak komputer memecahkan memasuki jaringan terminal nortel perusahaan telekomunikasi kanada
610,968550,menangkap,3302,anak operasi polisi menangkap orang kulit hitam ilegal tinggal area
611,968555,menangkap,3302,air jernih ular garter sierra menangkap mangsanya efektif dibandingkan strategi ular garter menangkap mangsanya acak
612,968578,menangkap,3302,versi pesuruh kantor pemerintahan lokal bertugas menangkap penjahat melukai penduduk
613,968892,menangkap,3301,kepiting famili porcellanidae memiliki rambut mulut membantu menangkap partikel organik air mengalir melaluinya
614,968988,menangkap,3302,tom jarang sukses menangkap jerry disebabkan kepandaian kelincahan jerry kebodohan tom
615,969102,menangkap,3302,30 polisi mesir menangkap 50 orang mahasiswa anggota ikhwanul muslimin dilarang pemerintah berlibur alexandria pantai utara negara
616,969114,menangkap,3302,jj muncul episode lauren musim ketujuh dimana tolong membantu bau menemukan emily prentiss menangkap ian doyle
617,969437,menangkap,3302,kaisar memerintahkan eksarka ravenna menangkap paus
618,970195,menangkap,3302,630 kaisar taizong mengirim jendral li jing melawan tujue timur menangkap jiali khan menghancurkan pemerintahan tujue timur
619,970329,menangkap,3302,theodoros terbukti penguasa kuat suka perang memperluas negara epirus menangkap tesalonika 1224 dimahkotai kaisar
620,970655,menangkap,3302,berhasil mengalahkan pasukan kubarsi menangkap raja maliyatkustur
621,970694,menangkap,3302,efektif menangkap mengandangkan seekor pokémon pokémon suka poké ball
622,970917,menangkap,3302,mencapai lorong tanah sniper wolf menyergap melukai meryl menangkap snake
623,971058,menangkap,3301,menangkap seekor ikan hamil
624,971061,menangkap,3304,kamera keamanan menangkap gambar lincoln rumah sakit buron
625,971194,menangkap,3302,korawa berhasil menangkap samba samba dipenjarakan
626,971488,menangkap,3302,matthias menangkap jajce mengusir bangsa turki serbia utara melembagakan banats militer jajce srebernik wilayah bosnia dikuasai
627,971516,menangkap,3302,misteri terungkap penuturan harry a poeze sejarawan belanda menangkap menembak mati tan malaka tanggal 21 februari 1949 pasukan tni dibawah pimpinan letda soekotjo batalyon sikatan divisi brawijaya
628,971565,menangkap,3302,mogadorian menemukan john memanfaatkan teori konspirasi menangkap henri
629,971717,menangkap,3302,legiun berhasil menangkap pemberontak dipisahkan tentara utama pasukan spartakus gagal kelompok menyerang legiun mendekat
630,972013,mendorong,2602,perang enam mendorong israel tanggal 9 juni 1967 menguasai suez
631,972331,mendorong,2602,efek perang korea mendorong nato mengembangkan struktur militer
632,972838,mendorong,2602,memimpin sekolah pkt 1993 hu jintao perubahan mendorong diskusi terbuka membahas reformasi
633,973255,mendorong,2601,kabel alat memicu alat peledak mendorong pisau memotong kabel
634,973510,mendorong,2601,gelombang timbul temporer angin menekan air darat mendorong air menggantikannya
635,973900,mendorong,2602,tujuan prosedur membiasakan peserta substansial topik perdebatan mendorong penelitian akademik menulis mengaktifkan persiapan konferensi
636,973962,mendorong,2602,maret 2016 pemilihan pendahuluan super tuesday menghentikan kampanyenya mengumumkan ketua my faith votes kelompok mendorong orang kristen menjalankan tugas sipil memilih
637,974719,mendorong,2602,historis orang tionghoa kontribusi perekonomian kota migrasi periode kesultanan brunei ditemukan bijih antimon pemerintahan charles vyner brooke mendorong migrasi orang tionghoa negara menanam lada hitam serawak
638,974811,mendorong,2602,rafi lelaki nakal suka bergantiganti pacar mendorong bagas cintanya alex panggilan alexandria
639,975672,mendorong,2602,okar evolusi menolak keberadaan tuhan menghilangkan nilai moral mendorong materialisme komunisme
640,975957,mendorong,2602,moody brookes kaum dispensasionalis mendorong penyebaran dispensasionalisme mempelajari nuansanuansa sistem dispensasionalis
641,978415,menerima,3101,9 sekretaris studio menerima panggilan telepon
642,98136,baru,390d,prestasi menjadikan winds penerima penghargaan rekaman jepang artis pendatang baru terbaik 2002
643,981819,menerima,3102,gugurnya duryodana mahabharata kresna menerima kutukan duryodana gandari
644,98383,baru,3901,hidangan istimewa pesta malam baru sampanye foie gras
645,989281,menerima,3102,suruci melarangnya utama dinobatkan raja druwa disayangi menerima kasih sayang diterima utama
646,994570,mengandung,2301,mengandung paba aminobenzoic acid asam ferulat allantoin beras sebegai pemutih pencerah kulit
647,994574,mengandung,2301,kopi robusta kopi kelas 2 pahit asam mengandung kafeina kadar
648,995972,mengandung,2301,perak mudah menyerap neutron bebas batang pengendali mengatur reaksi fisi nuklir reaktor nuklir air bertekanan bentuk alloy mengandung 80 perak 15 indium 5 kadmium
649,996060,mengandung,2301,senyawa industri amonia asam nitrat nitrat organik propelan bahan peledak sianida mengandung nitrogen
650,996671,mengandung,2301,tanaman memiliki buah berbentuk kapsul mengandung 23 biji berkerut bentuk biji tanaman adam eva
651,997586,mengandung,2301,model dasar telur goreng irisan roti roti lapis mengandung variasi mencakup telur goreng bacon sosis keju potongan dingin topping hamburger
652,998147,mengandung,2301,2000an indonesia diperkenalkan pupuk majemuk mengandung ketiga unsur pokok
653,999241,mengandung,2301,magma teluk mengandung gas terlarut tekanan magma
654,999441,mengandung,2301,naratif narrative mengandung unsur judul title orientasi orientation komplikasicomplication resolusi resolution
655,999728,mengandung,2301,peribahasa pepatah ayat kelompok susunan mengandung aturan dasar berperilaku
